app_id,prompt,n_elements,spacing_md,overlap_md,color_contrast,focusable_ratio,labelled_ratio
53469,ref_instruction,92,0.7912087912087912,0.0,0.24159095915541062,1.0,0.0
54377,instruction,8,0.2857142857142857,0.0,0.6191888827562494,1.0,0.0
54377,pd_zs,24,0.43478260869565216,0.0,0.5499999585899056,1.0,0.0
54377,pd_fs,28,0.6296296296296297,0.0,0.35176838236508473,1.0,0.0
54377,ref_instruction,48,0.574468085106383,0.0,0.6395450604528,1.0,0.0
54468,instruction,56,0.41818181818181815,0.0,0.21610062892413207,,
54468,pd_zs,50,0.3673469387755102,0.0,0.28193475996850603,1.0,0.0
54468,pd_fs,40,0.1794871794871795,0.0,0.6998720018701632,1.0,0.0
54468,ref_instruction,62,0.32786885245901637,0.0,0.7549963734598942,1.0,1.0
56905,instruction,44,0.6046511627906976,0.0,0.4439831349821099,1.0,0.0
56905,pd_zs,50,0.6326530612244898,0.0,0.289870886848815,1.0,0.42857142857142855
56905,pd_fs,24,0.5217391304347826,0.08866308593750005,0.40739168847999574,1.0,0.0
56905,ref_instruction,113,0.5089285714285714,0.0,0.9146512206792694,0.6153846153846154,0.38461538461538464
58124,instruction,33,0.46875,0.0,0.39710354424539823,1.0,0.0
58124,pd_zs,40,0.46153846153846156,0.0,0.4526592587997027,1.0,0.0
58124,pd_fs,34,0.36363636363636365,0.0,0.3593308624560628,1.0,0.5
58124,ref_instruction,39,0.39473684210526316,0.0,0.42183386036364157,1.0,0.5
59429,instruction,23,0.45454545454545453,0.0,0.4346049508652248,1.0,0.0
59429,pd_zs,33,0.65625,0.0,0.36284303902914855,1.0,0.0
59429,pd_fs,30,0.3448275862068966,0.0,0.6001710212888375,1.0,0.0
59429,ref_instruction,48,0.48936170212765956,0.0,0.3290642877252888,1.0,0.0
59576,instruction,43,0.21428571428571427,0.0,0.42482598863364174,,
59576,pd_zs,35,0.20588235294117646,0.0,0.3176209267574978,,
59576,pd_fs,35,0.47058823529411764,0.0,0.6007099287095251,,
59576,ref_instruction,40,0.5384615384615384,0.0,0.7253798434667954,,
61851,instruction,37,0.25,0.0,0.41514426999819626,,
61851,pd_zs,53,0.38461538461538464,0.0,0.3333117541552435,1.0,0.1111111111111111
61851,pd_fs,34,0.06060606060606061,0.0,0.7038581272774498,1.0,0.0
61851,ref_instruction,39,0.47368421052631576,0.0,0.38991747044285124,0.9166666666666666,0.08333333333333333
63575,instruction,66,0.47692307692307695,0.0,0.30160013592028745,1.0,0.0
63575,pd_zs,79,0.5769230769230769,0.0,0.3795590143626913,1.0,0.0
63575,pd_fs,75,0.47297297297297297,0.0,0.6737041605362993,1.0,0.0
63575,ref_instruction,80,0.27848101265822783,0.0,0.23370749900983084,1.0,0.0
64858,instruction,29,0.4642857142857143,0.0,0.39259306156375906,1.0,0.0
64858,pd_zs,24,0.17391304347826086,0.0,0.4208339581289576,1.0,0.0
64858,pd_fs,33,0.1875,0.0,0.6726672270014352,1.0,0.0
64858,ref_instruction,52,0.5882352941176471,0.0,0.1271668819690638,1.0,0.2
65592,instruction,89,0.2727272727272727,0.0,0.21060811254837458,1.0,0.0
65592,pd_zs,177,0.4318181818181818,0.0,0.17863516820170108,1.0,0.0
65592,pd_fs,71,0.6428571428571429,0.0,0.717022481222025,1.0,0.0
65592,ref_instruction,120,0.6302521008403361,0.0,0.1699544877403968,0.8571428571428571,0.42857142857142855
67044,instruction,28,0.5925925925925926,0.0,0.4439006870580643,1.0,0.0
67044,pd_zs,38,0.40540540540540543,0.0,0.4448800504443687,1.0,0.0
67044,pd_fs,33,0.5625,0.0,0.5662327511517603,1.0,0.0
67044,ref_instruction,41,0.7,0.0,0.7757122760391385,1.0,0.0
68368,instruction,50,0.5714285714285714,0.0,0.5590689280706161,1.0,0.0
68368,pd_zs,88,0.6896551724137931,0.0,0.11905099284624837,1.0,0.0
68368,pd_fs,81,0.5125,0.0,0.7494150570366142,1.0,0.0
68368,ref_instruction,102,0.7623762376237624,0.0,0.21163323528606434,1.0,0.0
69574,instruction,33,0.78125,0.0,0.3811981654505645,1.0,0.0
69574,pd_zs,10,0.5555555555555556,0.0,0.7483501996646269,,
69574,pd_fs,27,0.46153846153846156,0.0,0.7964925432702065,1.0,0.0
69574,ref_instruction,32,0.8387096774193549,0.0,0.36687034835856536,1.0,0.0
69587,instruction,92,0.6043956043956044,0.0,0.22976307766684545,,
69587,pd_zs,154,0.28104575163398693,0.0,0.29357946823856157,1.0,0.0
69587,pd_fs,74,0.4657534246575342,0.0,0.8302561073330871,1.0,0.0
69587,ref_instruction,100,0.3434343434343434,0.0,0.21984487265508548,1.0,0.0
70410,instruction,58,0.543859649122807,0.0,0.30024423246418325,1.0,0.0
70410,pd_zs,76,0.52,0.0,0.28085995957950044,1.0,0.0
70410,pd_fs,67,0.5757575757575758,0.0,0.48558526043831757,1.0,0.0
70410,ref_instruction,26,0.64,0.0,0.1932178755279909,1.0,0.0
8640,instruction,29,0.32142857142857145,0.0,0.35427137892773863,,
8640,pd_zs,59,0.3620689655172414,0.0,0.4253115337482236,1.0,0.0
8640,pd_fs,42,0.34146341463414637,0.0,0.43172409361959707,1.0,0.0
8640,ref_instruction,53,0.3076923076923077,0.0,0.36772483151425517,1.0,0.0
